Sanskrit_Romanized,Sanskrit_Devanagri,Extended_English_Translation
"sukhe paryavasānāṁ ca sukham evātma-vigrahaḥ | 
dhatte'nnamayam ātmānaṁ prāṇaḥ prāṇaṁ mano manaḥ ||53||
sac-cid-ānanda-govinda-paramātma vahaty asau | 
yadā bāhyendriyair ātmā bhuṅkte'rthān sva-parāṅmukhān ||54||
tadā jāgrad-avasthā syād ātmano viśva-saṁjñitā | 
bāhyendriya-gṛhītārthān mano-mātreṇa vai yadā ||55||
bhuṅkte svapnāṁs tadā jñeyā taijasākhyā parātmanaḥ | 
avidyā-timira-grasta-manasy ātmany avasthite ||56||
suṣupty-avasthā vijñeyā prājñākhyānanda-saṁjñitā | 
svāpe'pi tiṣṭhati prāṇo mṛta-bhrānti-nivṛttaye ||57||
anyathā śvādayo'śnanti saṁskariṣyanti vānale | 
svāpe'py ānanda-sad-bhāvo bhavaty evotthito yataḥ ||58||
sukham asvāpsam ity evaṁ parāmṛśati vai smaran | 
syān mataṁ viṣayābhāvān na tad-viṣaya-jaṁ sukham ||59||
vaidyatvān na nijaṁ tena duḥkhābhāve sukha-bhramaḥ | 
pratiyoginy adṛṣṭe'pi sarvābhāvo'pi gṛhyate ||60||
yato'nyasmai punaḥ pṛṣṭaḥ sarvābhāvaṁ prabhāṣate | 
nyāyenānena bhāvānāṁ jñānābhāvo'nubhūyate ||61||","सुखे पर्यवसानां च सुखम् एवात्म-विग्रहः । 
धत्तेऽन्नमयम् आत्मानं प्राणः प्राणं मनो मनः ||५३||
सच्-चिद्-आनन्द-गोविन्द-परमात्म वहत्य् असौ । 
यदा बाह्येन्द्रियैर् आत्मा भुङ्क्तेऽर्थान् स्व-पराङ्मुखान् ||५४||
तदा जाग्रद्-अवस्था स्याद् आत्मनो विश्व-संज्ञिता । 
बाह्येन्द्रिय-गृहीतार्थान् मनो-मात्रेण वै यदा ||५५||
भुङ्क्ते स्वप्नांस् तदा ज्ञेया तैजसाख्या परात्मनः । 
अविद्या-तिमिर-ग्रस्त-मनस्य् आत्मन्य् अवस्थिते ||५६||
सुषुप्त्य्-अवस्था विज्ञेया प्राज्ञाख्यानन्द-संज्ञिता । 
स्वापेऽपि तिष्ठति प्राणो मृत-भ्रान्ति-निवृत्तये ||५७||
अन्यथा श्वादयोऽश्नन्ति संस्करिष्यन्ति वानले । 
स्वापेऽप्य् आनन्द-सद्-भावो भवत्य् एवोत्थितो यतः ||५८||
सुखम् अस्वाप्सम् इत्य् एवं परामृशति वै स्मरन् । 
स्यान् मतं विषयाभावान् न तद्-विषय-जं सुखम् ||५९||
वैद्यत्वान् न निजं तेन दुःखाभावे सुख-भ्रमः । 
प्रतियोगिन्य् अदृष्टेऽपि सर्वाभावोऽपि गृह्यते ||६०||
यतोऽन्यस्मै पुनः पृष्टः सर्वाभावं प्रभाषते । 
न्यायेनानेन भावानां ज्ञानाभावोऽनुभूयते ||६१||","53-61. Since (dreamless sleep) culminates in happiness, (this) happiness alone constitutes the body (i.e., the essential nature) of the self (atman). The prana supports (that sheath of) the self which is made up of food; the manas supports (that sheath of the self which consists of) the prana ; and the well known Supreme Self, Govinda, who is Existence-Knowledge-Bliss, supports the (sheath made up of the) manas. When the atman, by means of the external senses, experiences  (all) such objects as are turned away from itself, then there arises the waking state, which is denoted by the name of visva. When, in fact solely by means of the manas, (it) experiences dreams whose contents are obtained through the external senses, then that state of the Supreme Self, which is called taijasa, has to be understood (to have arisen). When the atman abides in the manas, which is (itself) swallowed up by the darkness of ignorance, then it (the self) is known to be in the state of dreamless sleep, which is called prajna and is indicated by (the characteristic of) ananda (bliss). Even in sleep the prana (or life) abides, so as to remove the erroneous impreesion of death (in relation to a person who is merely sleeping). Otherwise dogs would eat up the sleeping person, or (people) would cremate (him) religiously in the sacred fire. Even in (dreamless) sleep there is surely the endurance of bliss, because (a sleeping person) on waking up and remembering (his immediately past condition) speaks out on reflection thus --""I slept happily."" (This) view may be (granted). This happiness (however) cannot be what is derived out of the objects of the senses, for the reason that there are (during deep sleep) no (such) objects (perceived). Because (also) it has to be made out (through reflection), it cannot be real (happiness in itself). Therefore there is (here) the illusion of happiness in respect of (what is merely) the absence of pain. Even though the counter-correlative (thereof) is not (fully) perceived, the absence of all (things) is (capable of being) apprehended ; because, when asked again, (the man who has risen from sound sleep), speaks to another of (his own apprehension of) the absence of all (things). It is in accordance with this reasoning that the absence of the apperception of feelings is experienced."
"atra brūmaḥ samādhānaṁ duḥkhābhāvo na gṛhyate | 
prabuddheneti suptasya nājñānaṁ prati sākṣitā ||62||","अत्र ब्रूमः समाधानं दुःखाभावो न गृह्यते । 
प्रबुद्धेनेति सुप्तस्य नाज्ञानं प्रति साक्षिता ||६२||","62. Here we give (this) reply to the objection, (namely), that the absence of pain is not (at all capable of being) perceived. Since it is said (that the happiness of deep sleep is experienced) by one who has risen from sleep, the sleeping person (himself) cannot constitute a witness in relation to (any) absence of apperception."
"pratiyogya-grahāt svāpe duḥkhasya pratiyogitā | 
abhāvākhyaṁ pramāṇaṁ tu nāsti prābhākare mate ||63||","प्रतियोग्य-ग्रहात् स्वापे दुःखस्य प्रतियोगिता । 
अभावाख्यं प्रमाणं तु नास्ति प्राभाकरे मते ||६३||","63. Since, in (deep) sleep, the counter-correlative of a negation is not apprehended, the character of such (an unapprehsnded) counter-correlative belongs to pain. In the opinion of the Prabhakaras, the negative proof of non-perception (by which the non-existence of things is proved) is not admissible."
"naiyāyika-mate'bhāvaḥ pratyakṣān nātiricyate | 
sukha-duḥkhādi-nirmukter mokṣe pāṣāṇavat sthitam ||64||
ātmānaṁ pravadan vādī mūrkhaḥ kiṁ na vadaty asau | 
sthitam ajñāna-sākṣitvaṁ nityānandatvam ātmanaḥ ||65||","नैयायिक-मतेऽभावः प्रत्यक्षान् नातिरिच्यते । 
सुख-दुःखादि-निर्मुक्तेर् मोक्षे पाषाणवत् स्थितम् ||६४||
आत्मानं प्रवदन् वादी मूर्खः किं न वदत्य् असौ । 
स्थितम् अज्ञान-साक्षित्वं नित्यानन्दत्वम् आत्मनः ||६५||","64-65. According to the view of the Naiyayikas, the negative proof of non-perception (relating to the negation of existence) does not differ from direct perception. This foolish philosophic disputant, who declares that, in the state of final beatitude, the atman exists (much) like a stone owing to the cessation of pleasure, pain, etc. , - what will he not say? Thus it is established that the self (atman) has the character of being the wituess of nescience and of being eternal bliss (also)."
"vadaty atrātma-nānātvaṁ deheṣu prativādinaḥ | 
ekaś ceti sarva-bhūteṣu puṁsi kasmin mṛte sati ||66||
sarve mriyeran jāyeran jāte kuryuś ca kurvati | 
evaṁ viruddha-dharmā hi dṛśyante sarva-jantuṣu ||67||","वदत्य् अत्रात्म-नानात्वं देहेषु प्रतिवादिनः । 
एकश् चेति सर्व-भूतेषु पुंसि कस्मिन् मृते सति ||६६||
सर्वे म्रियेरन् जायेरन् जाते कुर्युश् च कुर्वति । 
एवं विरुद्ध-धर्मा हि दृश्यन्ते सर्व-जन्तुषु ||६७||","66-67. (Our) opponents say in this connection that there is (in the universe) a plurality of souls. (They say)- ""If (the atman) is (only) one in all beings, then, on any one man dying, all will have to die; on (any one) being born, (all) will have to be born; and on (any one) doing an act, (all) will have to do (that same act). In these respects in all beings contradictory characteristics are (to be) seen."
"ataḥ sarva-śarīreṣu nānātvaṁ cātmanāṁ sthitam | 
viruddha-dharma-dṛṣṭyaiva puṁsāṁ bhedas tvayeritaḥ ||68||
viruddha-dharmā dṛṣṭā kva dehe vātmani vā vada | 
dehe ced deha-nānātvaṁ siddhaṁ kiṁ tena cātmani ||69||","अतः सर्व-शरीरेषु नानात्वं चात्मनां स्थितम् । 
विरुद्ध-धर्म-दृष्ट्यैव पुंसां भेदस् त्वयेरितः ||६८||
विरुद्ध-धर्मा दृष्टा क्व देहे वात्मनि वा वद । 
देहे चेद् देह-नानात्वं सिद्धं किं तेन चात्मनि ||६९||","68-69. Therefore in relation to the (numerous] bodies of all (beings), the plurality of souls is (well) established. (To this the reply is) --  ""Plurality in relation to (the souls of) men has been declared by you (our opponent) only in view of their contradictory characteristics. Now tell (us) where (these) contradictory characteristics are seen (to exist) -- in the body or in the self (atman) ? If in the body, then what is proved is the plurality of bodies. Consequently what (has that to do) with the self?"""
"cid-rūpātmani bhedaś cet puṁsy ekasmin prasajyate | 
ekasyendor apāṁ pātreṣv anekatvaṁ yathā tathā ||70||
aneka-deheṣv ekātma-pratibhāsas tathā mataḥ | 
ātmānyaḥ pañca-kośebhyaḥ ṣaḍ-bhāvebhyaḥ ṣaḍ-ūrmitaḥ ||71||","चिद्-रूपात्मनि भेदश् चेत् पुंस्य् एकस्मिन् प्रसज्यते । 
एकस्येन्दोर् अपां पात्रेष्व् अनेकत्वं यथा तथा ||७०||
अनेक-देहेष्व् एकात्म-प्रतिभासस् तथा मतः । 
आत्मान्यः पञ्च-कोशेभ्यः षड्-भावेभ्यः षड्-ऊर्मितः ||७१||","70-71. If the differentiation (into many) be in relation to the self (itself), which is of the nature of (pure) consciousness, then (it) may (well) occur in relation to one and the same man. In the manner, in which one and the same moon becomes characterised by many-ness in relation the (several) vessels of water (wherein it may happen to be reflected)-(in that same manner) the manifestation of the one Atman (as many) in relation to several bodies has (also) been understood (to occur). The self (or atman) is distinct from the five sheaths (of the soul), from the six modifications in condition (appertaining to all produced things), and from the six waves of infirmity."
"dehendriya-mano-buddhi-prāṇāhaṅkāra-varjitaḥ | 
ekaḥ sakala-deheṣu nirvikāro nirañjanaḥ ||72||","देहेन्द्रिय-मनो-बुद्धि-प्राणाहङ्कार-वर्जितः । 
एकः सकल-देहेषु निर्विकारो निरञ्जनः ||७२||","72. (It) is distinct from the body, the senses, the manas, the intellect, the life-breath and egoity ; (it) is one in all bodies and is immodifiahle and untainted."
"nityo'kartā svayaṁ-jyotir vibhur bhoga-vivarjitaḥ | 
brahmātmā nirguṇaḥ śuddho bodha-mātra-tanuḥ svataḥ ||73||","नित्योऽकर्ता स्वयं-ज्योतिर् विभुर् भोग-विवर्जितः । 
ब्रह्मात्मा निर्गुणः शुद्धो बोध-मात्र-तनुः स्वतः ||७३||","73. (It) is eternal and is no doer of actions ; (it) is self-luminous and all-pervading, and is free from (the experience of sensuous) enjoyments; (it) is of the same nature as the Brahman, and is devoid of qualities ; (it) is pure, and in itse1£ consists solely of intelligence as constituting its essential nature."
"avidyopādhikaḥ kartā bhoktā rāgādi-dūṣitaḥ | 
ahaṅkārādi-dehāntaḥ kaluṣīkṛta-vigrahaḥ ||74||","अविद्योपाधिकः कर्ता भोक्ता रागादि-दूषितः । 
अहङ्कारादि-देहान्तः कलुषीकृत-विग्रहः ||७४||","74. As characterised by limiting conditions, (it becomes) the doer and the enjoyer, and is polluted with desires, etc., and has its (very) nature tainted within the body by means of egoity and (other) such (things)."
"yathopādhi-paricchinno bandhakāṣṭaka-veṣṭitaḥ | 
brahmādi-sthāvarānteṣu bhraman karma-vaśānugaḥ ||75||
karmaṇā pitṛ-lokādi niṣiddhair narakādikam | 
vidyayā brahma-sāyujyaṁ tad-dhīnaḥ kṣudratāṁ gataḥ ||76||","यथोपाधि-परिच्छिन्नो बन्धकाष्टक-वेष्टितः । 
ब्रह्मादि-स्थावरान्तेषु भ्रमन् कर्म-वशानुगः ||७५||
कर्मणा पितृ-लोकादि निषिद्धैर् नरकादिकम् । 
विद्यया ब्रह्म-सायुज्यं तद्-धीनः क्षुद्रतां गतः ||७६||","75-76. Accordingly, as characterised by limiting conditions and as enveloped in the eightfold bondage, (the atman), moving in obedience to karma, wanders about (in bodies) beginning with (that of) Brahma and ending with (that of) immoveable things ; and attains, through (the performance of prescribed ritualistic) works, the world of the pitrs and other such worlds : through (the performance of) prohibited works, (it goes) to hell and other such (places) : through (the acquisition of philosophic) wisdom, (it attains) the state of being  united unto the Brahman : and if devoid of that (wisdom, it) gets into a state of despicable lowness."
"eka eva paro jīvaḥ sva-kalpita-jagat-trayaḥ | 
bandha-muktādi-bhedaś ca svapnavad ghaṭanām iyāt ||77||","एक एव परो जीवः स्व-कल्पित-जगत्-त्रयः । 
बन्ध-मुक्तादि-भेदश् च स्वप्नवद् घटनाम् इयात् ||७७||","77. The Self is one only and Supreme, having the three worlds created (for Itself) by Itself. Bondage, freedom and other such distinguishing conditions (in relation to It) may (well) happen to be possible in the manner of dreams."
"athavā bahavo jīvāḥ saṁsārājñāna-bhāginaḥ | 
anāditvād avidyāyā anyonyāśrayatā nahi ||78||","अथवा बहवो जीवाः संसाराज्ञान-भागिनः । 
अनादित्वाद् अविद्याया अन्योन्याश्रयता नहि ||७८||","78. Or perhaps the souls are many (in number), and are characterised by the nescience which gives rise to (their) samsara. Since (this) nescience is beginningless, there is surely no fallacy of reciprocal dependence (here in relation to this view)."
"vyaṣṭi-dehād idaṁ yuktaṁ dvayam ity aparaṁ matam | 
samaṣṭi-dṛṣṭyā tv ekatvaṁ vyaṣṭi-dṛṣṭyā tv anekatā ||79||","व्यष्टि-देहाद् इदं युक्तं द्वयम् इत्य् अपरं मतम् । 
समष्टि-दृष्ट्या त्व् एकत्वं व्यष्टि-दृष्ट्या त्व् अनेकता ||७९||","79. Another view is that both these (ideas of oneness and plurality) are appropriate (in relation to souls), for the reason that they form a distributive aggregate. There is oneness from the standpoint of view of a collective whole, and (there is) plurality from the stand-point of view of a discrete collection."
"sākṣī sadvāra-nirdvāra-sambandhānāṁ jaḍātmanām | 
vijñānājñāna-rūpeṇa sadā sarvajñatāṁ gataḥ ||80||","साक्षी सद्वार-निर्द्वार-सम्बन्धानां जडात्मनाम् । 
विज्ञानाज्ञान-रूपेण सदा सर्वज्ञतां गतः ||८०||","80. (The Self) is, in the forms of conciousness and neseience, the witness of (all) things, which consist of non-intelligence and are characterised by mediate or immediate relationship (to It): and (It) is (thus) always in (possession of) omniscience."
"māyā-mātraḥ suṣupty-ādau sva-citājñāna-kañcukaḥ | 
janmāntarānubhūtānām api saṁsmaraṇa-kṣamaḥ ||81||","माया-मात्रः सुषुप्त्य्-आदौ स्व-चिताज्ञान-कञ्चुकः । 
जन्मान्तरानुभूतानाम् अपि संस्मरण-क्षमः ||८१||","81. With the coat of neseience fastened on, It happens to be merely illusion in dreamless sleep and in other such states, and is (at the same time) capable of remembering even such things as were experienced in the course of other re-births (as an embodied being)."
"tat-prāpaka-vaśād atra tāratamya-viśeṣa-bhāk | 
avasthā-pañcakātītaḥ pramātā brahmavin-mataḥ ||82||","तत्-प्रापक-वशाद् अत्र तारतम्य-विशेष-भाक् । 
अवस्था-पञ्चकातीतः प्रमाता ब्रह्मविन्-मतः ||८२||","82. Through that which makes It have such (other re-births), It becomes subject here to (all) the details of differentiation; and (on Its) transcending the five states (in which It may manifest Itself), It is made out to be the knower that (truly) knows the Brahman."
"prasādhanam ity eva māna-sāmānya-lakṣaṇam | 
tat-pariccheda-bhedena tad evaṁ dvividhaṁ matam ||83||","प्रसाधनम् इत्य् एव मान-सामान्य-लक्षणम् । 
तत्-परिच्छेद-भेदेन तद् एवं द्विविधं मतम् ||८३||","83. The definition of proof (mana) in general is nothing other than that it is a means of (arriving at) true knowledge; and in accordance with the difference in the definiteness of that (knowledge), this (means of knowledge) is, as such, understood to be of two kinds."
"nivartakam avidyāyā iti vā māna-lakṣaṇam | 
sa-śeṣāśeṣa-bhedena tad evaṁ dvividhaṁ matam ||84||","निवर्तकम् अविद्याया इति वा मान-लक्षणम् । 
स-शेषाशेष-भेदेन तद् एवं द्विविधं मतम् ||८४||","84. Or the definition of proof may be that it is that which destroys ignorance : and this (proof) is accordingly known to be of two kinds, in consequence of its being differentiated into 'incomplete' and 'complete', (according as the removal of the ignorance effected thereby is incomplete or complete)."
"tat tvam asy ādi vākyottham aśeṣājñāna-bādhakam | 
pratyakṣam anumānākhyam upamānaṁ tathāgamaḥ ||85||
arthāpattir abhāvaś ca pramāṇāni ṣaḍ eva hi | 
vyāvahārika-nāmāni bhavanty etāni nātmani ||86||","तत् त्वम् अस्य् आदि वाक्योत्थम् अशेषाज्ञान-बाधकम् । 
प्रत्यक्षम् अनुमानाख्यम् उपमानं तथागमः ||८५||
अर्थापत्तिर् अभावश् च प्रमाणानि षड् एव हि । 
व्यावहारिक-नामानि भवन्त्य् एतानि नात्मनि ||८६||","85-86. That (proof of truth which is) derived out of sentences -- such as 'That thou art' -- is destructive of all ignorance. Perception and that which is called inference, comparison (or analogy), and also scripture, circumstantial presumption, and the negative proof of non-perception -- in fact these six alone form the means of proof. These are (all) names relating to such things as are comprised within phenomenal experience, and are not applicable (as means of proof) in relation to the atman (Self)."
"sva-saṁvedyo'prameyo'pi lakṣyate vāṅ-mano'tigaḥ | 
hiraṇyagarbha-pakṣas tu vedāntān nātibhidyate ||87||","स्व-संवेद्योऽप्रमेयोऽपि लक्ष्यते वाङ्-मनोऽतिगः । 
हिरण्यगर्भ-पक्षस् तु वेदान्तान् नातिभिद्यते ||८७||","87. Although (the Self) has to be known by Itself and is incapable of being realised (otherwise), It is (nevertheless) made out to transcend speech and thought. The theory of Hiranyagarbha does not very materially differ from the Vedanta."
"ānandaḥ puruṣo'jñānaṁ prakṛtis tan-mate matā | 
jñānaṁ dvidhā sthitaṁ pratyak parāg iti hi bhedataḥ ||88||","आनन्दः पुरुषोऽज्ञानं प्रकृतिस् तन्-मते मता । 
ज्ञानं द्विधा स्थितं प्रत्यक् पराग् इति हि भेदतः ||८८||","88. In that theory it is held that the Purusa is Bliss and that prakriti is nescience. Knowledge is in fact of two kinds, according as it is inwardly directed or outwardly directed."
"ānandābhimukhaṁ pratyag bāhyārthābhimukhaṁ parāk | 
ātmājñāna-vivartaḥ syād bhūta-tanmātra-pañcakam ||89||","आनन्दाभिमुखं प्रत्यग् बाह्यार्थाभिमुखं पराक् । 
आत्माज्ञान-विवर्तः स्याद् भूत-तन्मात्र-पञ्चकम् ||८९||",89. The internally directed (knowledge) is that which is turned towards Bliss ; and the externally directed (knowledge) is that which is turned towards outside objects. The illusory modifications of the neseience appertaining to the Atman constitute the fivefold rudimentary elemental principles.
"tan-mātra-pañcakāj jātam antaḥkaraṇa-pañcakam | 
mano-buddhir ahaṅkāraś cittaṁ jñātṛtvam ity api ||90||","तन्-मात्र-पञ्चकाज् जातम् अन्तःकरण-पञ्चकम् । 
मनो-बुद्धिर् अहङ्कारश् चित्तं ज्ञातृत्वम् इत्य् अपि ||९०||","90. From the five rudimentary elemental principles have been produced the five internal instruments (of the soul), namely the manas (or the faculty of attention), the intellect, egoity, the mind, and also (the idea of) knowership."
"pārthivaḥ syād ahaṅkāro jñātṛtvam avakāśajam | 
karaṇa-dvayam etat tu kartṛtvenāvabhāsate ||91||","पार्थिवः स्याद् अहङ्कारो ज्ञातृत्वम् अवकाशजम् । 
करण-द्वयम् एतत् तु कर्तृत्वेनावभासते ||९१||",91. Egoity consists of the element of earth; and knowership is born out of the element of akasa (ether). It is these two instruments that (together) manifest themselves in the form of (the idea of) agentship (in relation to actions).
"buddhiḥ syāt taijasī cittam āpyaṁ syād vāyujaṁ manaḥ | 
bhūmy-ādy-ekaika-bhūtasya vijñeyaṁ guṇa-pañcakam ||92||","बुद्धिः स्यात् तैजसी चित्तम् आप्यं स्याद् वायुजं मनः । 
भूम्य्-आद्य्-एकैक-भूतस्य विज्ञेयं गुण-पञ्चकम् ||९२||","92. The intellect is born out of the element of fire, the (conscious) mind is born out of the element of water, and the manas is born out of the element of air. It has to be made out (further) that each of the (five) elements of earth, etc., is characterised by five attributes."
"ahaṅkāro bhuvaḥ prāṇo ghrāṇaṁ gandhaś ca pāyunā | 
cittāpānau tathā jihvā rasopasthāvapāṁ guṇāḥ ||93||","अहङ्कारो भुवः प्राणो घ्राणं गन्धश् च पायुना । 
चित्तापानौ तथा जिह्वा रसोपस्थावपां गुणाः ||९३||","93. (The principle of) egoity, the principal vital air, the nose and smell, together with the organ of evacuation, are (all evolved attributes) pertaining to the (element of) earth : the mind, the apana (variety of vital air), and the tongue and taste and the organ of reproduction are the (evolved) attributes pertaining to (the element of) water."
"buddhy-udānau tathā cakṣū-rūpa-pādās tu taijasāḥ | 
mano vāyor vyāna-carma-sparśāḥ pāṇir guṇās tathā ||94||","बुद्ध्य्-उदानौ तथा चक्षू-रूप-पादास् तु तैजसाः । 
मनो वायोर् व्यान-चर्म-स्पर्शाः पाणिर् गुणास् तथा ||९४||","94. The intellect, the udana (variety of vital air), and the eye and colour (or form) and the feet are (the evolved attributes) pertaining to (the element of) fire: the manas, the vyana (vital air), the skin and the sense of touch and the hand are similarly the (evolved) attributes pertaining to (the element of) air."
"jñātṛtvaṁ ca samānaś ca śrotraṁ śabdaś ca vāk khajāḥ | 
ekaika-sūkṣma-bhūtebhyaḥ pañca pañcāpare guṇāḥ ||95||","ज्ञातृत्वं च समानश् च श्रोत्रं शब्दश् च वाक् खजाः । 
एकैक-सूक्ष्म-भूतेभ्यः पञ्च पञ्चापरे गुणाः ||९५||","95. Knowership, the samana (vital air), the ear and sound and speech are all (attributes) evolved out of (the element of) akasa (ether). Out of the (five) subtle elements are evolved (certain) other attributive things-five from each."
"asthi carma tathā māṁsaṁ nāḍī romāṇi bhū-guṇāḥ | 
mūtraṁ śleṣmā tathā raktaṁ śukraṁ majjā tv apāṁ guṇāḥ ||96||","अस्थि चर्म तथा मांसं नाडी रोमाणि भू-गुणाः । 
मूत्रं श्लेष्मा तथा रक्तं शुक्रं मज्जा त्व् अपां गुणाः ||९६||","96. Bone, skin, flesh, blood-vessels and hair are the attributive of things (evolved out) the (subtle element of) earth: similarly urine, phlegm, blood, semen and the marrow of bones are the attributive things (evolved out) of (the subtle element of) water."
"nidrā tṛṣṇā kṣudhā jñeyā maithunālasyam agnijā | 
pracālastaraṇārohair vāyor utthāna-rodhane ||97||","निद्रा तृष्णा क्षुधा ज्ञेया मैथुनालस्यम् अग्निजा । 
प्रचालस्तरणारोहैर् वायोर् उत्थान-रोधने ||९७||","97. Sleep, thirst, hunger, appetite for lust and laziness are born out of the (subtle) element of fire: walking, jumping , climbing, rising up and obstructing are (evolved out of the subtle element) of air."
"kāma-krodhau lobha-bhaye moho vyoma-guṇās tathā | 
ukto'vadhūta-mārgaś ca kṛṣṇenaivoddhavaṁ prati ||98||","काम-क्रोधौ लोभ-भये मोहो व्योम-गुणास् तथा । 
उक्तोऽवधूत-मार्गश् च कृष्णेनैवोद्धवं प्रति ||९८||","98. Desire and anger, covetousness and fear and infatuation are similarly the attributive things (evolved out) of (the subtle element of) akasa (ether). That path (of religious discipline), which is to be followed by those, who have renounced all worldly attachments, has been taught by Krsna himself to Uddhava."
"śrī-bhāgavata-saṁjñe tu purāṇe dṛśyate hi saḥ | 
sarva-darśana-siddhāntān vedāntās tān imān kramāt | 
śrutvārthavit susaṁkṣiptān tattvataḥ paṇḍito bhuvi ||99||","श्री-भागवत-संज्ञे तु पुराणे दृश्यते हि सः । 
सर्व-दर्शन-सिद्धान्तान् वेदान्तास् तान् इमान् क्रमात् । 
श्रुत्वार्थवित् सुसंक्षिप्तान् तत्त्वतः पण्डितो भुवि ||९९||","99. It is indeed seen (given) in the Purana having the name of Sri-Bhagavata:- He, who hears (that is, learns) in the proper order these well abridged conclusions of all the (various) systems (of philosophy and religion) culminating in (the system of) the Vedanta -- (he) becomes the knower (of the truth) of things and (also becomes) in reality a learned person in this world."
